,deposit,stock,label,PREDICT
138,1680000000,60000000,diamond,diamond
139,1960000000,51000000,diamond,diamond
140,1380000000,72000000,diamond,diamond
141,1760000000,63000000,diamond,diamond
142,1610000000,72000000,diamond,diamond
143,1920000000,37000000,diamond,diamond
144,1510000000,65000000,diamond,diamond
145,1840000000,77000000,vip,vip
146,1250000000,49000000,normal,normal
147,1230000000,63000000,normal,normal
148,1880000000,61000000,diamond,diamond
149,1650000000,48000000,diamond,diamond
150,1240000000,74000000,normal,normal
151,1980000000,50000000,diamond,diamond
152,1290000000,65000000,normal,normal
153,1280000000,76000000,diamond,diamond
154,1920000000,50000000,diamond,diamond
155,1860000000,77000000,vip,vip
156,1940000000,77000000,vip,vip
157,1220000000,75000000,normal,normal
158,1920000000,58000000,diamond,diamond
159,1750000000,47000000,diamond,diamond
160,1890000000,43000000,diamond,diamond
161,1490000000,63000000,diamond,diamond
162,1710000000,69000000,diamond,diamond
163,1770000000,49000000,diamond,diamond
164,1460000000,70000000,diamond,diamond
165,1840000000,72000000,vip,vip
166,1810000000,71000000,vip,vip
167,1850000000,69000000,vip,vip
168,1230000000,45000000,normal,normal
169,1950000000,53000000,diamond,diamond
170,1750000000,47000000,diamond,diamond
171,1340000000,41000000,normal,normal
172,1980000000,76000000,vip,vip
173,1840000000,38000000,diamond,diamond
174,1540000000,57000000,diamond,diamond
175,1690000000,35000000,diamond,diamond
176,1310000000,80000000,diamond,diamond
177,1910000000,36000000,diamond,diamond
178,1610000000,79000000,diamond,diamond
179,1590000000,78000000,diamond,diamond
180,2000000000,51000000,vip,vip
181,1530000000,45000000,normal,normal
182,1370000000,61000000,normal,normal
183,1460000000,60000000,diamond,diamond
184,1840000000,56000000,diamond,diamond
185,1840000000,57000000,diamond,diamond
186,1560000000,63000000,diamond,diamond
187,1890000000,56000000,diamond,diamond
188,1520000000,46000000,normal,normal
189,1720000000,59000000,diamond,diamond
190,1750000000,64000000,diamond,diamond
191,1890000000,51000000,diamond,diamond
192,1700000000,57000000,diamond,diamond
193,1840000000,52000000,diamond,diamond
194,1600000000,36000000,normal,normal
195,1540000000,68000000,diamond,diamond
196,1370000000,78000000,diamond,diamond
197,1600000000,60000000,diamond,diamond
198,1970000000,68000000,vip,vip
199,1300000000,50000000,normal,normal
200,1950000000,63000000,vip,vip
201,1820000000,64000000,diamond,diamond
202,1310000000,54000000,normal,normal
203,1520000000,78000000,diamond,diamond
204,1210000000,51000000,normal,normal
205,1230000000,80000000,diamond,diamond
206,1420000000,74000000,diamond,diamond
207,1290000000,64000000,normal,normal
208,1700000000,57000000,diamond,diamond
209,1680000000,43000000,diamond,diamond
210,1790000000,38000000,diamond,diamond
211,1310000000,51000000,normal,normal
212,1790000000,76000000,vip,vip
213,1910000000,57000000,diamond,diamond
214,1600000000,51000000,diamond,diamond
215,1910000000,47000000,diamond,diamond
216,1950000000,37000000,diamond,diamond
217,1820000000,63000000,diamond,diamond
218,1230000000,73000000,normal,normal
219,1840000000,75000000,vip,vip
220,1630000000,54000000,diamond,diamond
221,1400000000,43000000,normal,normal
222,1620000000,45000000,diamond,diamond
223,1470000000,54000000,diamond,diamond
224,1690000000,38000000,diamond,diamond
225,1310000000,45000000,normal,normal
226,1800000000,71000000,vip,vip
227,1840000000,63000000,diamond,diamond
228,1480000000,39000000,normal,normal
229,1770000000,41000000,diamond,diamond
230,1740000000,74000000,diamond,diamond
231,1730000000,64000000,diamond,diamond
232,1600000000,79000000,diamond,diamond
233,1780000000,80000000,vip,vip
234,1820000000,71000000,vip,vip
235,1730000000,57000000,diamond,diamond
236,1620000000,77000000,diamond,diamond
237,1310000000,49000000,normal,normal
238,1870000000,67000000,vip,vip
239,1920000000,79000000,vip,vip
240,1230000000,51000000,normal,normal
241,1870000000,51000000,diamond,diamond
242,1300000000,71000000,diamond,diamond
243,1510000000,78000000,diamond,diamond
244,1480000000,37000000,normal,normal
245,1540000000,39000000,normal,diamond
246,1710000000,66000000,diamond,diamond
247,2000000000,69000000,vip,vip
248,1680000000,80000000,diamond,diamond
249,1680000000,50000000,diamond,diamond
250,1420000000,52000000,normal,normal
251,1620000000,63000000,diamond,diamond
252,1960000000,61000000,vip,vip
253,1780000000,68000000,diamond,diamond
254,1490000000,57000000,diamond,diamond
255,1200000000,59000000,normal,normal
256,1550000000,69000000,diamond,diamond
257,1360000000,47000000,normal,normal
258,1690000000,59000000,diamond,diamond
259,1400000000,46000000,normal,normal
260,1670000000,75000000,diamond,diamond
261,1380000000,65000000,diamond,diamond
262,1480000000,71000000,diamond,diamond
263,1380000000,37000000,normal,normal
264,1840000000,54000000,diamond,diamond
265,1390000000,61000000,normal,normal
266,1900000000,52000000,diamond,diamond
267,1420000000,52000000,normal,normal
268,1690000000,67000000,diamond,diamond
269,1630000000,50000000,diamond,diamond
270,1240000000,55000000,normal,normal
271,1790000000,78000000,vip,vip
272,1540000000,43000000,normal,normal
273,1500000000,78000000,diamond,diamond
274,1430000000,79000000,diamond,diamond
275,1970000000,68000000,vip,vip
276,1810000000,46000000,diamond,diamond
277,1750000000,54000000,diamond,diamond
278,1790000000,37000000,diamond,diamond
279,1480000000,45000000,normal,normal
280,1900000000,37000000,diamond,diamond
281,1270000000,71000000,normal,normal
282,1210000000,72000000,normal,normal
283,1770000000,44000000,diamond,diamond
284,1700000000,72000000,diamond,diamond
285,1380000000,67000000,diamond,diamond
286,1280000000,67000000,normal,normal
287,1440000000,73000000,diamond,diamond
288,1990000000,59000000,vip,vip
289,1410000000,78000000,diamond,diamond
290,1390000000,35000000,normal,normal
291,1580000000,77000000,diamond,diamond
292,1380000000,75000000,diamond,diamond
293,1580000000,36000000,normal,normal
294,1200000000,66000000,normal,normal
295,1690000000,68000000,diamond,diamond
296,1530000000,67000000,diamond,diamond
297,1750000000,51000000,diamond,diamond
298,1520000000,78000000,diamond,diamond
299,1990000000,59000000,vip,vip
300,1330000000,76000000,diamond,diamond
301,1940000000,63000000,vip,vip
302,1660000000,56000000,diamond,diamond
303,1850000000,45000000,diamond,diamond
304,1590000000,51000000,diamond,diamond
305,1810000000,65000000,diamond,diamond
306,1380000000,50000000,normal,normal
307,1610000000,43000000,diamond,diamond
308,1850000000,63000000,diamond,diamond
309,1540000000,63000000,diamond,diamond
310,1710000000,40000000,diamond,diamond
311,1200000000,37000000,normal,normal
312,1820000000,45000000,diamond,diamond
313,1480000000,51000000,normal,normal
314,1400000000,49000000,normal,normal
315,1570000000,78000000,diamond,diamond
316,1630000000,60000000,diamond,diamond
317,1320000000,49000000,normal,normal
318,1420000000,69000000,diamond,diamond
319,1960000000,68000000,vip,vip
320,1490000000,36000000,normal,normal
321,1490000000,36000000,normal,normal
322,1260000000,64000000,normal,normal
323,1890000000,46000000,diamond,diamond
324,1590000000,70000000,diamond,diamond
325,1440000000,70000000,diamond,diamond
326,1460000000,72000000,diamond,diamond
327,1630000000,38000000,diamond,diamond
328,1770000000,79000000,vip,vip
329,1790000000,51000000,diamond,diamond
330,1810000000,68000000,diamond,diamond
331,2000000000,54000000,vip,vip
332,1640000000,41000000,diamond,diamond
333,1580000000,35000000,normal,normal
334,1540000000,46000000,normal,normal
335,1410000000,52000000,normal,normal
336,1950000000,68000000,vip,vip
337,1250000000,37000000,normal,normal
338,1480000000,64000000,diamond,diamond
339,1300000000,54000000,normal,normal
340,1340000000,40000000,normal,normal
341,1750000000,65000000,diamond,diamond
342,1890000000,68000000,vip,vip
343,1550000000,60000000,diamond,diamond
344,1970000000,71000000,vip,vip
345,1680000000,38000000,diamond,diamond
346,1690000000,53000000,diamond,diamond
347,1530000000,63000000,diamond,diamond
348,1480000000,59000000,diamond,diamond
349,1730000000,77000000,diamond,diamond
350,1580000000,48000000,diamond,diamond
351,1470000000,73000000,diamond,diamond
352,1740000000,66000000,diamond,diamond
353,1390000000,46000000,normal,normal
354,1700000000,61000000,diamond,diamond
355,1310000000,58000000,normal,normal
356,1350000000,35000000,normal,normal
357,1760000000,50000000,diamond,diamond
358,1950000000,55000000,diamond,diamond
359,1220000000,47000000,normal,normal
360,1540000000,42000000,normal,normal
361,1830000000,44000000,diamond,diamond
362,1720000000,66000000,diamond,diamond
363,1470000000,64000000,diamond,diamond
364,1830000000,49000000,diamond,diamond
365,1290000000,72000000,diamond,diamond
366,1320000000,43000000,normal,normal
367,1970000000,67000000,vip,vip
368,1830000000,42000000,diamond,diamond
369,1610000000,72000000,diamond,diamond
370,1310000000,43000000,normal,normal
371,1550000000,63000000,diamond,diamond
372,1560000000,51000000,diamond,diamond
373,1300000000,65000000,normal,normal
374,1660000000,74000000,diamond,diamond
375,1240000000,36000000,normal,normal
376,1450000000,44000000,normal,normal
377,1430000000,46000000,normal,normal
378,1290000000,75000000,diamond,diamond
379,1520000000,49000000,diamond,diamond
380,1780000000,43000000,diamond,diamond
381,1550000000,63000000,diamond,diamond
382,1310000000,47000000,normal,normal
383,1330000000,45000000,normal,normal
384,1600000000,39000000,normal,normal
385,1550000000,39000000,normal,normal
386,1820000000,68000000,diamond,diamond
387,1780000000,78000000,vip,vip
388,1860000000,55000000,diamond,diamond
389,1730000000,58000000,diamond,diamond
390,1640000000,53000000,diamond,diamond
391,1970000000,65000000,vip,vip
392,1670000000,79000000,diamond,diamond
393,1540000000,76000000,diamond,diamond
394,1220000000,57000000,normal,normal
395,1490000000,59000000,diamond,diamond
396,1710000000,71000000,diamond,diamond
397,1270000000,56000000,normal,normal
398,1440000000,55000000,normal,normal
399,1250000000,62000000,normal,normal
400,1430000000,53000000,normal,normal
401,1680000000,73000000,diamond,diamond
402,1870000000,66000000,vip,vip
403,1340000000,67000000,diamond,diamond
404,1830000000,63000000,diamond,diamond
405,1410000000,50000000,normal,normal
406,1620000000,41000000,diamond,diamond
407,1740000000,36000000,diamond,diamond
408,1840000000,64000000,diamond,diamond
409,1230000000,74000000,normal,normal
410,1520000000,38000000,normal,normal
411,1260000000,62000000,normal,normal
412,1570000000,63000000,diamond,diamond
413,1330000000,46000000,normal,normal
414,1270000000,52000000,normal,normal
415,1840000000,78000000,vip,vip
416,1380000000,70000000,diamond,diamond
417,1650000000,44000000,diamond,diamond
418,1220000000,50000000,normal,normal
419,1450000000,65000000,diamond,diamond
420,1850000000,35000000,diamond,diamond
421,1470000000,78000000,diamond,diamond
422,1990000000,39000000,diamond,diamond
423,1410000000,79000000,diamond,diamond
424,1970000000,44000000,diamond,diamond
425,1380000000,36000000,normal,normal
426,1620000000,37000000,normal,normal
427,1820000000,58000000,diamond,diamond
428,1250000000,48000000,normal,normal
429,1460000000,42000000,normal,normal
430,1210000000,50000000,normal,normal
431,1450000000,37000000,normal,normal
432,1720000000,39000000,diamond,diamond
433,1930000000,62000000,vip,vip
434,1210000000,71000000,normal,normal
435,1880000000,52000000,diamond,diamond
436,1670000000,65000000,diamond,diamond
437,1960000000,72000000,vip,vip
438,1630000000,49000000,diamond,diamond
439,1770000000,56000000,diamond,diamond
440,1260000000,67000000,normal,normal
441,1570000000,39000000,normal,normal
442,1880000000,41000000,diamond,diamond
443,1820000000,47000000,diamond,diamond
444,1740000000,73000000,diamond,diamond
445,1300000000,70000000,normal,normal
446,1670000000,49000000,diamond,diamond
447,1310000000,61000000,normal,normal
448,1260000000,48000000,normal,normal
449,1380000000,62000000,normal,normal
450,1720000000,59000000,diamond,diamond
451,1690000000,47000000,diamond,diamond
452,1660000000,68000000,diamond,diamond
453,1670000000,65000000,diamond,diamond
454,1550000000,56000000,diamond,diamond
455,1230000000,54000000,normal,normal
456,1820000000,56000000,diamond,diamond
457,1220000000,48000000,normal,normal
458,1380000000,35000000,normal,normal
459,1720000000,40000000,diamond,diamond
460,1710000000,45000000,diamond,diamond
461,1680000000,58000000,diamond,diamond
462,1570000000,45000000,diamond,diamond
463,1340000000,77000000,diamond,diamond
464,1280000000,44000000,normal,normal
465,1600000000,38000000,normal,normal
466,1820000000,66000000,diamond,diamond
467,1390000000,48000000,normal,normal
468,1770000000,57000000,diamond,diamond
469,1250000000,47000000,normal,normal
470,1210000000,71000000,normal,normal
471,1930000000,45000000,diamond,diamond
472,1610000000,52000000,diamond,diamond
473,2000000000,77000000,vip,vip
474,1970000000,45000000,diamond,diamond
475,1890000000,72000000,vip,vip
476,1700000000,38000000,diamond,diamond
477,1460000000,74000000,diamond,diamond
478,1570000000,71000000,diamond,diamond
479,1770000000,42000000,diamond,diamond
480,1970000000,66000000,vip,diamond
481,1740000000,47000000,diamond,diamond
482,1630000000,80000000,diamond,diamond
483,1550000000,73000000,diamond,diamond
484,1870000000,61000000,diamond,diamond
485,1820000000,69000000,vip,vip
486,1390000000,36000000,normal,normal
487,1580000000,40000000,normal,normal
488,1830000000,39000000,diamond,diamond
489,1260000000,53000000,normal,diamond
490,1710000000,37000000,diamond,diamond
491,1740000000,37000000,diamond,diamond
492,1680000000,75000000,diamond,diamond
493,1570000000,68000000,diamond,diamond
494,1730000000,58000000,diamond,diamond
495,1330000000,62000000,normal,normal
496,1440000000,49000000,normal,normal
497,1630000000,36000000,normal,normal
498,1850000000,60000000,diamond,diamond
499,1840000000,53000000,diamond,diamond
500,1300000000,59000000,normal,normal
501,1640000000,72000000,diamond,diamond
502,1370000000,42000000,normal,normal
503,1960000000,62000000,vip,vip
504,1290000000,41000000,normal,normal
505,1550000000,54000000,diamond,diamond
506,1420000000,53000000,normal,normal
507,1750000000,79000000,vip,vip
508,1300000000,50000000,normal,normal
509,1770000000,41000000,diamond,diamond
510,1670000000,43000000,diamond,diamond
511,1790000000,62000000,diamond,diamond
512,1650000000,69000000,diamond,diamond
513,1740000000,68000000,diamond,diamond
514,1910000000,78000000,vip,vip
515,1800000000,47000000,diamond,diamond
516,1970000000,39000000,diamond,diamond
517,1820000000,52000000,diamond,diamond
518,1710000000,70000000,diamond,diamond
519,1960000000,42000000,diamond,diamond
520,1630000000,70000000,diamond,diamond
521,1370000000,77000000,diamond,diamond
522,1450000000,67000000,diamond,diamond
523,1510000000,50000000,diamond,diamond
524,1360000000,44000000,normal,normal
525,1470000000,61000000,diamond,diamond
526,1560000000,46000000,diamond,diamond
527,1830000000,78000000,vip,vip
528,1940000000,71000000,vip,vip
529,1380000000,62000000,normal,normal
530,1960000000,48000000,diamond,diamond
531,1500000000,77000000,diamond,diamond
532,1700000000,67000000,diamond,diamond
533,1970000000,59000000,vip,vip
534,1610000000,36000000,normal,normal
535,1200000000,79000000,normal,normal
536,1360000000,79000000,diamond,diamond
537,1680000000,71000000,diamond,diamond
538,1830000000,42000000,diamond,diamond
539,1500000000,48000000,normal,diamond
540,1800000000,47000000,diamond,diamond
541,1610000000,48000000,diamond,diamond
542,1460000000,41000000,normal,normal
543,1460000000,70000000,diamond,diamond
544,1350000000,57000000,normal,normal
545,1850000000,45000000,diamond,diamond
546,1220000000,59000000,normal,normal
547,1470000000,39000000,normal,normal
548,1710000000,65000000,diamond,diamond
549,1840000000,45000000,diamond,diamond
550,1760000000,49000000,diamond,diamond
551,1680000000,75000000,diamond,diamond
552,1930000000,53000000,diamond,diamond
553,1960000000,54000000,diamond,diamond
554,1740000000,79000000,vip,vip
555,1290000000,37000000,normal,normal
556,1560000000,38000000,normal,normal
557,1520000000,43000000,normal,normal
558,1630000000,65000000,diamond,diamond
559,1920000000,48000000,diamond,diamond
560,1700000000,64000000,diamond,diamond
561,1630000000,57000000,diamond,diamond
562,1850000000,44000000,diamond,diamond
563,1570000000,56000000,diamond,diamond
564,1620000000,79000000,diamond,diamond
565,1970000000,41000000,diamond,diamond
566,1930000000,61000000,vip,vip
567,1600000000,61000000,diamond,diamond
568,1600000000,40000000,normal,normal
569,1220000000,42000000,normal,normal
570,1690000000,73000000,diamond,diamond
571,1970000000,62000000,vip,vip
572,1500000000,36000000,normal,diamond
573,1540000000,61000000,diamond,diamond
574,1300000000,68000000,normal,normal
575,1580000000,80000000,diamond,diamond
576,1430000000,77000000,diamond,diamond
577,1460000000,71000000,diamond,diamond
578,1960000000,52000000,diamond,diamond
579,2000000000,80000000,vip,vip
580,1930000000,38000000,diamond,diamond
581,1440000000,46000000,normal,normal
582,1870000000,76000000,vip,vip
583,1800000000,72000000,vip,vip
584,1880000000,65000000,vip,vip
585,1600000000,41000000,diamond,diamond
586,1910000000,73000000,vip,vip
587,1240000000,58000000,normal,normal
588,1920000000,43000000,diamond,diamond
589,1360000000,70000000,diamond,diamond
590,2000000000,64000000,vip,vip
591,1750000000,44000000,diamond,diamond
592,1300000000,38000000,normal,diamond
593,1830000000,36000000,diamond,diamond
594,1640000000,45000000,diamond,diamond
595,1280000000,55000000,normal,normal
596,1870000000,36000000,diamond,diamond
597,1790000000,55000000,diamond,diamond
598,1960000000,62000000,vip,vip
599,1920000000,60000000,vip,vip
600,1940000000,68000000,vip,vip
601,1410000000,49000000,normal,normal
602,1900000000,64000000,vip,vip
603,1880000000,55000000,diamond,diamond
604,1300000000,37000000,normal,normal
605,1830000000,44000000,diamond,diamond
606,1860000000,66000000,vip,vip
607,1710000000,61000000,diamond,diamond
608,1360000000,55000000,normal,normal
609,1760000000,76000000,vip,vip
610,1250000000,62000000,normal,normal
611,1340000000,39000000,normal,normal
612,1220000000,68000000,normal,normal
613,1630000000,75000000,diamond,diamond
614,1820000000,78000000,vip,vip
615,1410000000,55000000,normal,normal
616,1820000000,54000000,diamond,diamond
617,1250000000,61000000,normal,normal
618,1520000000,43000000,normal,normal
619,1580000000,79000000,diamond,diamond
620,1800000000,42000000,diamond,diamond
621,1450000000,72000000,diamond,diamond
622,1610000000,48000000,diamond,diamond
623,1360000000,51000000,normal,normal
624,1390000000,62000000,diamond,diamond
625,1890000000,60000000,diamond,diamond
626,1860000000,62000000,diamond,diamond
627,1680000000,44000000,diamond,diamond
628,1970000000,42000000,diamond,diamond
629,1390000000,67000000,diamond,diamond
630,1390000000,52000000,normal,normal
631,1630000000,59000000,diamond,diamond
632,1640000000,72000000,diamond,diamond
633,1820000000,35000000,diamond,diamond
634,1970000000,43000000,diamond,diamond
635,1890000000,71000000,vip,vip
636,1910000000,71000000,vip,vip
637,1410000000,51000000,normal,normal
638,1530000000,79000000,diamond,diamond
639,1760000000,41000000,diamond,diamond
640,1800000000,36000000,diamond,diamond
641,1650000000,45000000,diamond,diamond
642,1420000000,45000000,normal,normal
643,1960000000,53000000,diamond,diamond
644,1920000000,57000000,diamond,diamond
645,1470000000,75000000,diamond,diamond
646,1880000000,50000000,diamond,diamond
647,1860000000,78000000,vip,vip
648,1650000000,54000000,diamond,diamond
649,1680000000,54000000,diamond,diamond
650,1480000000,67000000,diamond,diamond
651,1980000000,56000000,vip,vip
652,1910000000,68000000,vip,vip
653,1430000000,73000000,diamond,diamond
654,2000000000,66000000,vip,vip
655,1640000000,80000000,diamond,diamond
656,1360000000,46000000,normal,normal
657,1980000000,45000000,diamond,diamond
658,1250000000,47000000,normal,normal
659,1560000000,80000000,diamond,diamond
660,1840000000,36000000,diamond,diamond
661,1560000000,48000000,diamond,diamond
662,1720000000,71000000,diamond,diamond
663,1200000000,56000000,normal,normal
664,1780000000,41000000,diamond,diamond
665,1870000000,75000000,vip,vip
666,1450000000,72000000,diamond,diamond
667,1270000000,74000000,diamond,diamond
668,1330000000,37000000,normal,normal
669,1950000000,74000000,vip,vip
670,1460000000,53000000,normal,normal
671,1760000000,61000000,diamond,diamond
672,1980000000,69000000,vip,vip
673,1420000000,37000000,normal,normal
674,1470000000,73000000,diamond,diamond
675,1360000000,46000000,normal,normal
676,1870000000,48000000,diamond,diamond
677,1380000000,52000000,normal,normal
678,1280000000,44000000,normal,normal
679,1600000000,38000000,normal,normal
680,1210000000,63000000,normal,normal
681,1600000000,42000000,diamond,diamond
682,2000000000,72000000,vip,vip
683,1770000000,54000000,diamond,diamond
684,1430000000,73000000,diamond,diamond
685,1960000000,38000000,diamond,diamond
686,1820000000,53000000,diamond,diamond
687,1750000000,58000000,diamond,diamond
688,1900000000,52000000,diamond,diamond
689,1490000000,37000000,normal,normal
690,1970000000,58000000,vip,vip
691,1680000000,60000000,diamond,diamond
692,1940000000,38000000,diamond,diamond
693,1970000000,64000000,vip,vip
694,1810000000,42000000,diamond,diamond
695,1840000000,43000000,diamond,diamond
696,1320000000,71000000,diamond,diamond
697,1380000000,53000000,normal,normal
698,1840000000,64000000,diamond,diamond
699,1470000000,70000000,diamond,diamond
700,1940000000,41000000,diamond,diamond
701,1560000000,78000000,diamond,diamond
702,1330000000,46000000,normal,normal
703,1750000000,57000000,diamond,diamond
704,1970000000,52000000,diamond,diamond
705,1340000000,37000000,normal,normal
706,1250000000,52000000,normal,normal
707,1210000000,68000000,normal,normal
708,1230000000,71000000,normal,normal
709,1420000000,62000000,diamond,diamond
710,1940000000,78000000,vip,vip
711,1500000000,48000000,normal,diamond
712,1470000000,76000000,diamond,diamond
713,1860000000,58000000,diamond,diamond
714,1410000000,68000000,diamond,diamond
715,1240000000,46000000,normal,normal
716,1830000000,39000000,diamond,diamond
717,1910000000,44000000,diamond,diamond
718,1550000000,60000000,diamond,diamond
719,1540000000,53000000,diamond,diamond
720,1610000000,71000000,diamond,diamond
721,1640000000,52000000,diamond,diamond
722,1570000000,52000000,diamond,diamond
723,1410000000,68000000,diamond,diamond
724,1860000000,79000000,vip,vip
725,1770000000,50000000,diamond,diamond
726,1300000000,39000000,normal,normal
727,1730000000,80000000,vip,vip
728,1930000000,45000000,diamond,diamond
729,1370000000,51000000,normal,normal
730,1680000000,51000000,diamond,diamond
731,1280000000,45000000,normal,normal
732,1310000000,61000000,normal,normal
733,1500000000,58000000,diamond,diamond
734,1590000000,50000000,diamond,diamond
735,1720000000,65000000,diamond,diamond
736,1970000000,38000000,diamond,diamond
737,1970000000,69000000,vip,vip
738,1250000000,38000000,normal,normal
739,1810000000,69000000,diamond,diamond
740,1890000000,69000000,vip,vip
741,1770000000,46000000,diamond,diamond
742,1910000000,39000000,diamond,diamond
743,1610000000,40000000,diamond,diamond
744,1670000000,35000000,diamond,diamond
745,1240000000,71000000,normal,normal
746,1850000000,78000000,vip,vip
747,1760000000,50000000,diamond,diamond
748,1340000000,56000000,normal,normal
749,1200000000,50000000,normal,normal
750,1250000000,78000000,diamond,diamond
751,1230000000,78000000,diamond,diamond
752,1690000000,45000000,diamond,diamond
753,1550000000,69000000,diamond,diamond
754,1280000000,75000000,diamond,diamond
755,1340000000,69000000,diamond,diamond
756,1730000000,74000000,diamond,diamond
757,1620000000,67000000,diamond,diamond
758,1810000000,72000000,vip,vip
759,1580000000,45000000,diamond,diamond
760,1230000000,73000000,normal,normal
761,1750000000,72000000,diamond,diamond
762,1920000000,51000000,diamond,diamond
763,1610000000,72000000,diamond,diamond
764,2000000000,76000000,vip,vip
765,1320000000,46000000,normal,normal
766,1640000000,40000000,diamond,diamond
767,1210000000,80000000,diamond,diamond
